date,time,lat,lon,depth,ML
2015/1/19,48:33.7,22.8673,121.5757,117.9,5.04
2015/2/13,06:31.8,22.6582,121.3967,27.78,6.28
2015/2/26,50:03.4,24.6862,122.3048,97.59,5.25
2015/3/23,13:51.6,23.7257,121.6707,38.4,6.19
2015/4/20,42:56.1,24.0223,122.441,30.57,6.38
2015/4/20,49:10.9,24.0527,122.4325,30.67,5.04
2015/4/20,20:47.2,23.66,121.6587,38.34,5.5
2015/5/3,09:07.8,23.9982,122.4422,24.77,5.02
2015/5/26,56:56.2,23.9622,122.466,28.9,5.03
2015/8/13,08:02.3,24.0233,122.391,25.54,5.65
2015/9/1,34:07.5,24.0115,122.3653,26.2,5.01
2015/9/1,24:45.7,23.9148,121.4913,17.09,5.46
2015/9/15,37:35.5,24.2478,121.8198,19.78,5.69
2015/9/16,08:59.8,24.2847,121.8285,20.16,5.61
2015/10/12,14:47.5,22.4463,121.4722,20.52,5.22
2015/10/13,49:04.6,23.4845,121.6475,49.09,5.46
2015/10/19,17:35.3,24.8578,122.0145,14.41,5.32
2015/11/1,09:42.8,22.7322,121.5837,18.81,5.88
2015/11/28,52:23.8,25.1883,122.2613,219.36,5.15
2015/12/3,31:13.9,22.604,121.3862,25.89,5.34
2016/1/11,52:57.5,23.4338,121.5307,33.15,5.25
2016/1/19,13:26.8,22.787,121.3125,29.72,5.8
2016/2/5,58:28.9,22.9418,120.4332,18.1,5.26
2016/2/5,57:26.1,22.922,120.5438,14.64,6.6
2016/2/9,47:00.6,23.8883,121.692,5.69,5.12
2016/2/18,18:32.0,23.0265,120.8762,4.26,5.13
2016/2/18,09:39.0,23.0163,120.8693,5.44,5.27
2016/4/11,45:09.1,24.5512,122.1247,59.81,5.66
2016/4/16,55:46.5,22.4432,121.8015,11.83,5.22
2016/4/27,17:14.4,24.2372,121.784,11.94,5.67
2016/4/27,27:38.6,24.2527,121.749,12.99,5.13
2016/4/27,19:06.2,23.2832,121.2333,15.21,5.52
2016/5/12,17:15.0,24.6918,121.9803,8.86,6.1
2016/5/12,29:55.9,24.6908,122.0173,12.03,5.73
2016/5/13,24:12.0,24.6838,121.9845,9.77,5.24
2016/5/14,32:48.3,24.1732,121.7703,11.6,5.01
2016/5/18,22:45.8,23.2162,121.5735,45.75,5.24
2016/5/21,51:40.9,22.9025,120.61,18.13,5.26
2016/6/20,39:47.5,23.1632,121.5335,39.39,5.07
2016/10/6,52:00.5,22.627,121.3438,23.7,6.15
2016/10/25,45:52.4,22.6543,121.3502,23.69,5.3
2016/11/7,56:26.1,23.0295,121.3433,20.45,5.07
2016/11/11,25:31.3,24.0662,122.43,31.17,5.33
2016/11/24,55:54.3,24.0783,122.4128,27.47,5.53
2016/11/30,04:34.5,22.8317,121.2683,11.84,5.07
2016/12/9,09:48.1,24.712,122.047,63.1,5.24
2016/12/15,14:29.6,22.8465,121.2688,11.39,5.17
2016/12/30,30:51.0,24.8082,122.0793,75.17,5.19
2017/2/10,12:52.6,22.8657,120.1432,16.15,5.71
2017/3/7,10:51.6,24.3087,122.1013,59.92,5.28
2017/4/13,41:11.7,25.167,122.3985,171.26,5.55
2017/5/15,12:54.5,23.2797,121.4328,24.91,5.75
2017/5/24,10:54.4,23.4193,120.5117,12.43,5.13
2017/6/21,25:39.0,24.656,121.9227,62.8,5.09
2017/7/27,08:12.5,21.6223,121.4577,92.24,5.18
2017/8/13,08:35.1,21.9992,121.2797,59.12,5.15
2017/9/20,29:57.0,23.3162,121.7813,28.98,5.85
2017/10/11,45:20.3,24.7783,122.4738,114.26,5.22
2017/10/29,15:44.5,24.1203,122.3072,26.82,5.17
2017/11/3,48:59.6,23.0025,120.9545,6.21,5.15
2017/11/3,34:48.2,23.5528,121.5548,29.98,5.29
2017/11/11,22:53.5,23.6357,120.7082,14.91,5.2
2017/11/22,20:09.4,23.5842,120.7217,15.24,5.66
2017/11/23,55:32.2,23.5898,120.71,16.41,5.03
2017/12/8,44:29.7,24.3565,122.4163,79,5.29
2018/1/17,59:11.0,25.0588,121.7182,140.19,5.53
2018/2/4,13:12.4,24.1505,121.7165,10.34,5.58
2018/2/4,57:42.4,24.1728,121.7058,10.23,5.28
2018/2/4,56:40.6,24.1507,121.7437,10.61,5.89
2018/2/4,12:52.1,24.2055,121.6992,2.99,5.35
2018/2/5,58:41.3,24.1062,121.7352,8.32,5.04
2018/2/6,15:28.7,24.0105,121.7272,5.65,5.46
2018/2/6,07:39.0,24.0402,121.7092,4.17,5.39
2018/2/6,00:13.4,24.1157,121.729,6.69,5.38
2018/2/6,50:41.6,24.1007,121.7297,6.31,6.26
2018/2/6,09:14.9,24.186,121.7195,10.73,5.09
2018/2/7,21:30.4,24.0818,121.777,7.75,5.85
2018/2/7,06:40.5,24.079,121.771,7.18,5.14
2018/2/7,13:05.9,24,121.7295,8.24,5.03
2018/2/7,36:18.5,24.081,121.7382,7.42,5.17
2018/2/8,54:17.1,23.968,121.5807,11.54,5.07
2018/2/19,47:01.3,24.5878,121.6137,52.68,5.53
2018/2/21,10:41.4,23.413,121.5337,35.57,5.66
2018/2/25,28:40.9,24.4313,121.8958,22.11,5.45
2018/3/20,22:56.3,23.2982,120.5407,11.21,5.31
2018/3/29,17:50.3,24.0042,121.0147,11.08,5
2018/4/23,10:33.0,24.0038,122.4313,25.36,5.01
2018/5/1,47:04.9,24.018,122.3617,24.75,5.59
2018/6/15,53:55.2,24.6663,121.8367,63.21,5.33
2018/8/18,15:17.3,24.0147,121.0013,17.99,5.21
2018/11/19,19:01.7,23.9507,122.4677,27.2,5.03
2018/12/9,15:41.3,24.0518,121.517,19.68,5.16
2018/12/12,24:23.8,23.9062,121.5233,12.37,5.09
2018/12/15,21:05.5,23.734,121.9102,32.87,5.8
2019/1/8,16:46.3,23.244,121.5333,34.03,5.49
2019/1/22,19:26.7,22.2278,121.3925,21.48,5.07
2019/1/30,21:35.8,23.7442,122.3928,39.68,5.96
2019/1/30,14:53.8,21.8103,120.5828,46.43,5.19
2019/2/7,52:04.8,23.2605,120.6057,13.71,5.07
2019/2/15,08:07.1,23.7977,121.7483,45.6,5.17
2019/3/8,32:14.5,22.4375,121.3977,24.08,5.36
2019/3/12,19:15.4,25.0177,121.8555,138,5.39
2019/3/13,32:35.0,23.595,121.5887,35.91,5.42
2019/4/1,54:35.6,24.934,122.2407,128.64,5.12
2019/4/3,52:55.4,22.9373,120.8683,4.87,5.95
2019/4/4,56:55.1,22.9827,120.863,3.48,5.51
2019/4/9,13:21.9,23.9835,121.5677,11.65,5.12
2019/4/9,57:52.4,24.1873,121.8787,25.67,5.03
2019/4/18,01:07.1,24.0543,121.5592,20.33,6.32
2019/5/8,48:47.4,24.8217,122.49,122.72,5.1
2019/5/13,55:21.4,24.7522,121.9005,87.98,5.2
2019/6/4,46:19.0,22.8423,121.6117,14.68,5.93
2019/6/29,44:12.7,22.3208,122.3563,46.56,5.84
2019/6/29,20:06.5,25.0473,122.17,147.71,5.13
2019/7/19,13:50.6,21.777,122.0628,28.6,5.16
2019/8/6,19:48.7,23.6725,121.5303,4.57,5.1
2019/8/7,28:03.6,24.4363,121.9097,24.15,6.24
2019/10/7,17:06.6,24.6537,122.36,16.14,5
2019/12/16,25:57.7,24.5418,121.7618,49.73,5.25
2020/2/3,02:56.8,23.5662,121.5282,33.32,5.19
2020/2/13,49:19.4,24.293,122.1232,38.62,5.19
2020/2/15,20:13.9,23.8468,121.5237,8.7,5.1
2020/2/15,05:00.5,23.8482,121.5212,9.05,5.31
2020/2/15,00:06.5,23.8563,121.5107,8.32,5.73
2020/2/25,14:02.1,24.3915,121.4062,5.13,5.3
2020/4/12,36:41.2,24.0567,122.2023,45.44,5.29
2020/5/3,24:40.9,23.2423,121.568,40.25,5.97
2020/5/24,31:30.5,24.359,121.9538,23.78,5.24
2020/6/11,38:26.5,24.4998,122.3857,90.79,5.43
2020/6/13,19:00.0,24.2632,122.435,55.55,6.09
2020/6/26,27:44.9,23.0502,120.8377,5.37,5.05
2020/6/29,52:48.3,24.305,122.3428,64.59,5.32
2020/7/26,52:29.8,24.2552,122.4215,53.59,6.24
2020/9/28,50:54.7,22.383,121.0205,11.5,5.37
2020/9/29,14:17.1,22.3747,121.0203,11.67,5.08
2020/9/30,37:20.3,24.8355,122.1005,105.95,6.02
2020/10/17,03:13.6,23.2762,120.3765,15.8,5.31
2020/11/5,36:12.2,22.5997,121.3718,25.85,5.43
2020/11/6,40:18.3,23.1147,122.1172,37.1,5.66
2020/11/11,33:27.0,21.5993,121.826,33.47,5.33
2020/11/11,35:34.6,21.535,121.7748,47.9,5
2020/11/16,19:12.1,21.9822,121.283,68.24,5.38
2020/11/16,14:24.4,21.5125,121.011,32.44,5.01
2020/11/29,42:14.7,24.202,122.2478,31.77,5.23
2020/12/10,15:08.6,24.5285,121.972,62.74,5.75
2020/12/10,19:58.7,24.7395,122.0035,75.71,6.64
2020/12/10,29:38.6,23.4532,121.5533,38.02,5.43
2021/1/9,35:53.0,24.733,122.0175,72,5.84
2021/1/16,10:59.3,22.5413,121.3513,21.1,5.51
2021/1/25,39:23.8,24.8253,122.1935,100.4,5.04
2021/1/28,29:31.8,22.541,120.9815,9.12,5.16
2021/2/8,56:31.4,24.3552,122.3582,70.04,5.58
2021/2/8,58:02.9,24.3743,122.0247,24.67,5.67
2021/2/17,38:48.7,22.2397,121.3843,21.68,5.25
2021/2/22,50:49.8,22.6213,121.5595,107.89,5.31
2021/3/2,23:00.8,21.9077,121.158,27.63,5.89
2021/3/4,24:57.9,24.7725,122.2623,9.04,5.07
2021/4/18,14:37.8,23.8592,121.48,14.42,6.26
2021/4/18,11:39.6,23.8712,121.4847,16.3,5.8
2021/5/25,48:00.5,23.9385,121.4888,20.19,5.01
2021/6/11,12:48.9,23.9028,121.5247,11.32,5.12
2021/6/11,33:26.3,23.8903,121.53,10.62,5.46
2021/6/11,58:58.6,22.6543,121.0592,5.93,5.33
2021/6/20,50:13.5,23.7933,121.4727,10.77,5.03
2021/7/7,11:55.6,23.8923,121.5672,8.24,5.51
2021/7/7,24:58.5,23.8928,121.5702,6.79,5.46
2021/7/13,45:27.2,23.9342,121.632,5.37,5.12
2021/7/13,59:24.5,23.9263,121.6328,7.05,5.08
2021/7/13,52:05.3,23.935,121.5997,8.66,5.43
2021/8/4,56:27.2,24.7788,122.2772,16.48,5.35
2021/8/4,50:45.4,24.7963,122.3165,6.97,6.08
2021/8/6,11:04.7,24.7907,122.1895,13.28,5.68
2021/8/6,12:30.5,23.1585,121.2915,7.2,5.4
2021/9/6,00:26.1,23.85,122.0765,41.09,5.94
2021/9/13,41:27.7,24.1233,121.0128,46.1,5.61
2021/9/19,46:03.7,24.731,122.3192,98.06,5.03
2021/9/25,21:19.6,24.317,121.6832,46.13,5.78
2021/10/4,07:50.5,24.7842,122.2505,3.92,5.08
2021/10/18,49:18.6,24.2002,121.6702,31.4,5.25
2021/10/23,16:04.6,24.0678,121.6518,26.8,5.33
2021/10/24,12:42.7,24.5677,121.7768,64.13,5.58
2021/10/24,11:34.7,24.5333,121.7752,65.6,6.54
2021/11/14,05:15.2,24.5743,121.935,66.22,5.45
2021/11/17,25:35.1,24.7838,122.1798,10,5.31
2021/11/24,55:19.0,24.0545,122.4125,26.77,5.35
2021/12/6,05:51.9,24.8557,122.0475,105.43,5.51
2022/1/3,17:29.5,24.0757,122.1552,24.13,5.21
2022/1/3,46:37.3,24.0203,122.171,22.35,6.06
2022/1/5,11:36.6,24.026,122.4577,30.7,5.18
2022/1/16,15:41.7,24.1843,122.248,55.47,5.65
2022/1/25,35:53.1,24.6282,121.9508,64.74,5.1
2022/2/7,58:25.1,24.4053,121.9435,34.59,5.62
2022/2/11,43:13.2,24.0317,122.2715,26.36,5.65
2022/2/20,49:43.7,24.0097,122.4435,28.85,5.1
2022/3/6,51:56.8,24.8147,122.2267,110.63,5.22
2022/3/9,22:14.0,23.2552,121.428,33.37,5.71
2022/3/19,23:42.8,23.637,120.6875,14.84,5.17
2022/3/21,09:12.4,23.9815,122.1993,18.58,5.06
2022/3/22,06:55.2,22.025,121.3625,25.95,5.55
2022/3/22,41:38.9,23.3985,121.6118,25.73,6.7
2022/3/22,42:38.9,23.4397,121.487,28.41,5.79
2022/3/22,43:25.4,23.423,121.4277,22.63,6.21
2022/3/22,11:34.5,23.4038,121.449,23.35,5.08
2022/3/22,37:50.8,23.4223,121.5225,35.71,5.51
2022/3/22,35:03.9,23.4812,121.5007,28.88,5.87
2022/3/22,29:59.1,23.419,121.43,22.57,6.04
2022/3/22,41:08.1,23.333,121.4178,19.32,5.03
2022/3/24,38:26.1,23.4442,121.432,25,5.71
2022/4/7,36:10.1,21.6078,120.9848,39.42,5.86
2022/4/8,19:33.2,21.6635,121.0132,27.83,5.16
2022/4/9,43:50.7,21.7312,121.032,30.21,5.05
2022/4/11,15:31.3,21.5027,121.0477,34.1,5.27
2022/4/11,49:12.1,21.5602,121.0255,35.58,5.22
2022/4/23,53:48.2,24.6327,121.8248,69.25,5.12
2022/5/9,24:11.6,24.0625,122.4957,27.73,5.5
2022/6/20,05:07.8,23.6855,121.4543,7,6.09
2022/6/20,05:47.3,23.6905,121.4223,7.89,5.27
2022/6/20,39:43.0,23.7267,121.4645,9.46,5.15
2022/6/23,32:21.3,24.136,122.4587,27.99,5.28
2022/6/25,27:19.8,23.6415,121.4042,9.36,5.05
2022/6/25,34:35.0,23.621,121.417,9.98,5.26
2022/6/27,07:01.0,22.0625,120.1955,42.92,5.07
2022/6/27,03:22.5,22.0512,120.162,41.77,5.04
2022/6/28,34:59.3,22.0152,120.1845,42.75,5.1
2022/6/28,43:30.3,22.005,120.2115,42.92,5.48
2022/7/15,16:43.7,24.7405,122.2398,95.96,5.19
2022/7/24,32:34.8,23.254,121.4897,34.96,5.25
2022/7/28,16:16.2,22.9795,121.3598,42.3,5.46
2022/9/14,35:51.6,22.4935,121.369,19.19,5.33
2022/9/17,45:28.2,23.1167,121.1937,5.84,5.84
2022/9/17,35:14.2,23.0995,121.1783,9.88,5.4
2022/9/17,55:41.9,23.1115,121.1792,7.39,5.26
2022/9/17,41:19.1,23.084,121.1608,8.61,6.6
2022/9/18,39:55.9,23.2713,121.2985,11.49,5.85
2022/9/18,46:31.9,23.1213,121.1768,13.94,5.64
2022/9/18,57:35.4,23.1285,121.1968,5.71,5.32
2022/9/18,44:57.5,23.0723,121.1478,7.9,5.39
2022/9/18,44:15.2,23.137,121.1958,7.81,6.83
2022/9/18,32:03.3,23.1408,121.195,7.81,5.7
2022/9/18,19:19.4,23.1305,121.1817,12.13,6.15
2022/9/18,52:34.3,23.086,121.3047,13.93,5.01
2022/9/19,07:45.1,23.441,121.2995,13.38,6.02
2022/10/2,25:22.3,23.4872,121.4785,24.84,5.36
2022/10/10,17:51.7,23.6092,121.5333,31.24,5.38
2022/10/10,24:42.6,23.999,122.2195,20.95,6.06
2022/10/28,30:43.1,24.6222,122.0178,63.86,5.28
2022/10/31,48:27.8,22.9067,121.2102,8.73,5.17
2022/11/13,47:44.9,22.4408,121.0037,10.67,5.52
2022/11/15,53:21.4,22.4022,121.0263,10.55,5.11
2022/11/20,49:41.9,24.6543,121.9508,68.91,5.13
2022/11/26,38:04.2,23.8575,121.6365,35.96,5.64
2022/12/7,54:28.2,23.7967,121.6013,29.72,5.67
2022/12/15,03:16.4,23.7787,121.845,16.3,6.51
2022/12/22,36:32.3,22.5355,120.9847,8.61,5.31
2022/12/23,17:59.1,23.1267,121.1775,13.92,5.25
2023/1/13,02:37.3,24.0407,122.3357,24.19,5.04
2023/2/6,20:17.4,24.2727,121.76,22.08,5.19
2023/2/8,49:59.9,23.4445,121.5488,36.7,5.6
2023/2/11,35:49.2,23.4318,121.5337,34.2,5.21
2023/2/18,49:09.5,23.7087,120.7663,21.44,5.17
2023/3/3,48:44.3,24.8585,121.9062,108.71,5.07
2023/3/21,45:20.4,23.6413,121.3063,8.54,5.46
2023/5/4,38:20.9,23.4492,121.3007,14.08,5.1
2023/6/10,12:33.8,22.8717,120.6443,15.99,5.07
2023/6/10,31:53.5,22.8562,120.6553,18.34,5.49
2023/6/11,25:39.2,24.2147,122.492,46.82,5.52
2023/6/29,40:45.6,24.7152,122.49,98.25,5.16
2023/7/8,22:03.4,21.8738,121.6155,27.03,5.37
2023/7/8,47:12.0,21.911,121.6023,23.14,5.49
2023/7/9,11:33.6,24.0522,121.5135,20.06,5.32
2023/8/4,25:17.4,21.8367,121.6402,21.43,5.04
2023/8/4,22:12.5,21.8388,121.6413,20.29,5
2023/8/10,02:17.2,24.7942,121.949,91.23,5.02
2023/9/5,30:41.2,23.5255,120.3852,9.94,5.58
2023/9/15,34:30.8,24.3835,121.8283,43.09,5.3
2023/10/11,36:57.5,23.2737,121.244,14.53,5.88
2023/10/14,53:31.1,23.9982,122.3015,23.17,5.37
2023/11/10,54:39.9,23.458,121.5703,39.05,5.5
2023/11/26,31:11.4,24.061,122.4257,25.55,5.46
2023/12/19,01:28.5,25.1977,122.3287,181.01,5.17
2024/1/28,11:22.7,23.6488,121.2793,6.88,5.38
2024/1/28,11:55.7,23.638,121.275,6.6,5.13
2024/2/20,18:17.7,23.9805,122.4278,25.57,5.11
2024/2/20,08:37.4,23.9978,122.439,26.68,5
2024/2/24,37:09.0,23.6352,121.5765,22.37,5.03
2024/2/25,48:32.5,24.8068,122.0317,7.62,5.18
2024/2/29,26:27.8,23.4577,120.2798,16.8,5.09
2024/3/19,20:29.6,23.8215,121.772,18.93,5.06
2024/3/21,49:52.9,24.077,121.5252,21.31,5.36
2024/4/2,58:09.9,23.8757,121.5735,19.72,7.19
2024/4/3,46:53.4,23.8093,121.7717,19.46,5.02
2024/4/3,29:48.5,23.8137,121.7618,19.23,5.46
2024/4/3,55:12.5,24.2455,121.6777,13.65,5.1
2024/4/3,42:36.3,24.1688,121.6778,18.78,5.1
2024/4/3,39:10.1,24.1648,121.6802,19.38,5.13
2024/4/3,38:01.7,23.7477,121.5263,18.47,5
2024/4/3,23:52.9,24.1057,121.6678,41.01,5.13
2024/4/3,34:45.0,24.038,121.6558,41.11,5.39
2024/4/3,57:18.8,23.8135,121.601,27.83,5.29
2024/4/3,20:55.2,24.162,121.6417,32.8,5.22
2024/4/3,28:27.4,24.2247,121.797,24.32,5.4
2024/4/3,28:17.5,24.2053,121.7863,9.27,5.39
2024/4/3,23:25.6,24.1483,121.6555,18.07,5.04
2024/4/3,16:04.4,24.1308,121.9517,24.81,5.08
2024/4/3,14:34.9,24.1468,121.9762,26.9,6.24
2024/4/3,53:58.5,23.8707,121.5437,15.86,5.27
2024/4/3,49:41.4,23.7737,121.8107,15.5,5.28
2024/4/3,39:48.6,23.7948,121.8143,13.85,5.98
2024/4/3,39:37.2,23.8047,121.773,20.4,5.66
2024/4/3,17:43.5,24.0422,121.6705,35.74,5.21
2024/4/3,09:37.7,24.182,121.6885,9.68,5.48
2024/4/3,09:27.6,24.1068,121.7725,27.53,5.02
2024/4/3,07:16.5,24.0498,121.7015,21.81,5.05
2024/4/3,50:46.3,23.8293,121.5722,20.46,5.52
2024/4/3,46:52.0,24.1738,121.6168,10.8,5.49
2024/4/3,46:44.9,24.1853,121.7002,6.09,5.61
2024/4/3,43:55.0,23.9857,121.5425,9.45,5.48
2024/4/3,35:36.9,24.2005,121.7062,7.32,5.79
2024/4/3,31:14.6,23.9222,121.5993,25.13,5.25
2024/4/3,17:37.1,24.036,121.6992,31.13,5.48
2024/4/3,12:54.0,24.1577,121.645,7.74,5.28
2024/4/3,11:26.4,24.13,121.6513,13.44,6.56
2024/4/3,04:44.8,24.1603,121.6862,36.67,5.18
2024/4/3,03:47.6,23.967,121.6628,32.96,5.06
2024/4/3,02:23.8,24.1727,121.659,33.3,5.08
2024/4/3,01:51.0,24.0083,121.659,37.02,5.41
2024/4/3,00:19.3,23.8075,121.5847,30.72,5.71
2024/4/4,35:02.6,24.1718,121.6563,30.9,5.53
2024/4/4,30:06.5,24.2472,121.7782,15.02,5.26
2024/4/5,26:27.8,23.9668,121.75,25.96,5.46
2024/4/5,12:48.1,23.8338,121.537,7.03,5.16
2024/4/5,50:51.6,24.118,121.6968,17.99,5.5
2024/4/6,15:10.2,24.04,121.7223,21.49,5.22
2024/4/6,53:11.9,24.195,121.8497,22.05,5.14
2024/4/6,47:13.5,23.9365,121.666,34.03,5.39
2024/4/6,52:55.3,24.1908,121.7282,20.47,5.33
2024/4/7,01:22.1,24.1607,121.9708,41.7,5.63
2024/4/7,49:29.9,24.24,121.8628,23.95,5
2024/4/8,09:35.1,24.2157,121.8228,24.46,5.21
2024/4/8,02:37.2,23.9365,121.6558,35.36,5.49
2024/4/8,14:08.2,23.992,121.6963,27.6,5.04
2024/4/12,44:36.6,23.3583,120.202,11.21,5.02
2024/4/13,26:37.0,24.0273,121.5448,13.5,5
2024/4/16,59:50.3,24.1277,121.7525,31.49,5.2
2024/4/17,17:10.8,23.9235,121.6565,33.78,5.42
2024/4/21,40:56.8,23.533,121.5578,35.52,5.64
2024/4/21,35:52.2,24.1933,121.6653,32.19,5.42
2024/4/22,08:39.7,23.7555,121.5405,10.32,5.6
2024/4/22,12:10.8,23.7867,121.541,7.98,5.33
2024/4/22,15:59.4,23.7705,121.5158,4.94,5.1
2024/4/22,17:10.2,23.7717,121.5223,7.4,5.05
2024/4/22,52:55.1,23.7748,121.5807,9.52,5.27
2024/4/22,46:22.8,23.7597,121.5323,5.38,5.51
2024/4/22,49:06.9,23.754,121.5305,6.64,5.24
2024/4/22,50:31.5,23.75,121.545,6.8,5.77
2024/4/22,13:12.3,23.8232,121.5335,8.15,5.49
2024/4/22,22:08.1,23.7762,121.5087,7.86,5.05
2024/4/22,25:57.1,23.7343,121.5325,5.08,5.24
2024/4/22,45:35.9,23.7172,121.5417,3.78,5.1
2024/4/22,13:40.1,23.6975,121.5302,5.93,5.44
2024/4/22,11:24.6,23.7752,121.502,8.58,5.97
2024/4/22,26:52.9,23.74,121.6127,9.2,6.16
2024/4/22,32:48.8,23.8482,121.5208,7.74,6.22
2024/4/22,19:54.6,23.8642,121.5548,7.85,5.26
2024/4/22,20:11.4,23.8662,121.5432,10.27,5.21
2024/4/22,28:32.5,23.7957,121.5352,5.39,5.15
2024/4/22,34:05.6,23.7847,121.5595,6.82,5.02
2024/4/22,03:07.9,23.828,121.604,8.12,5.24
2024/4/22,49:58.1,23.736,121.5643,8.83,5.86
2024/4/22,52:56.6,23.7713,121.518,6.7,5.41
2024/4/22,53:29.1,23.7668,121.5097,4.87,5.18
2024/4/22,04:21.9,23.7037,121.5075,3.97,5.52
2024/4/22,14:47.1,23.7502,121.5227,5.69,5.15
2024/4/22,19:36.0,23.7788,121.5513,9.71,5.34
2024/4/22,19:43.6,23.7573,121.537,5.8,5.73
2024/4/22,24:31.2,23.7313,121.5283,6.72,5.36
2024/4/22,31:39.5,23.8518,121.5408,7.7,5.76
2024/4/22,31:44.1,23.7928,121.5095,11.9,5.49
2024/4/23,04:05.9,23.8352,121.5715,11.68,6.14
2024/4/23,04:24.4,23.9052,121.5492,7.01,5.41
2024/4/23,11:01.9,23.8878,121.5897,11.61,5.21
2024/4/23,45:45.5,23.814,121.5745,7.38,5.48
2024/4/23,21:00.9,23.859,121.5412,8.86,5.52
2024/4/24,30:53.2,23.8035,121.5645,7.29,5.08
2024/4/24,11:54.6,23.9807,122.3355,24.79,5.71
2024/4/24,12:17.2,23.9983,122.338,22.84,5.7
2024/4/26,28:12.3,23.7998,121.54,5.05,5
2024/4/26,21:24.1,24.1828,121.6748,35.54,6.31
2024/4/26,49:29.3,24.2505,121.6865,29.43,6
2024/4/26,13:28.4,24.1912,121.662,33.2,5.08
2024/4/28,40:21.6,24.149,121.6635,37.1,5.12
2024/5/2,07:28.0,22.4817,121.47,18.88,5.18
2024/5/6,45:32.2,23.7658,121.5623,27.71,6.05
2024/5/6,52:46.3,23.7533,121.5408,24.75,5.93
2024/5/10,35:39.2,23.7115,121.5917,8.23,5.23
2024/5/10,37:22.8,23.854,121.6073,6.66,5.17
2024/5/10,45:18.0,24.2315,121.8342,7.72,6.01
2024/5/11,16:02.4,23.8663,121.6287,6.46,5.07
2024/5/11,44:39.8,24.0408,121.734,27.8,5.09
2024/5/22,00:40.8,23.8287,121.7385,5.91,5.37
2024/5/24,07:11.0,24.1953,121.74,23.47,5.04
2024/5/29,54:45.8,24.0015,121.7542,26.65,5.3
2024/5/30,11:39.7,24.1917,121.6512,32.25,5.39
2024/5/30,52:17.3,23.963,121.649,37.45,5.03
2024/5/31,10:59.4,24.0605,121.5332,18.13,5.54
2024/6/1,32:39.4,24.368,121.991,22.16,5.06
2024/6/11,51:33.3,23.7928,121.6118,33.15,5.03
2024/6/18,46:58.7,24.1567,121.749,17.59,5.03
2024/6/23,27:10.0,23.8317,121.6188,23.77,5.55
2024/6/29,39:04.6,25.3385,122.4227,250.36,5.64
2024/7/26,24:00.0,24.143,121.6593,40.91,5.18
2024/7/27,21:48.0,21.826,121.1622,49.49,5.66
2024/8/15,06:46.1,24.4027,121.8707,12,5.82
2024/8/15,35:55.2,23.7828,121.705,19.36,6.37
2024/8/17,10:12.1,24.4133,121.8655,12.49,5.14
2024/8/28,14:52.9,24.1753,121.663,26.95,5.09
2024/8/31,21:42.5,23.821,121.6627,24.62,5.16
2024/9/2,26:25.2,23.9255,121.6402,32.68,5.63
2024/9/7,16:50.7,23.9572,121.6922,29.49,5.35
2024/9/11,41:10.7,23.9113,121.6447,41.63,5.01
2024/9/13,59:33.8,23.9587,121.6963,29.16,5.03
2024/9/18,09:52.4,23.9555,122.4792,25.49,5.27
2024/9/21,51:08.9,24.2502,121.6693,22.64,5.38
